,id,title,date,author,story,topic
27,ba40c81204f811ebbd1f646e69d991ea,محكمة مراكش تؤجل قضية هتك كويتي لعرض قاصر,الثلاثاء 29 شتنبر 2020 - 23:12,إبراهيم مغراوي من مراكش,"أخرت الغرفة الجنائية بمحكمة الاستئناف بمراكش، الثلاثاء، ملف الشاب العشريني الخليجي من جنسية كويتية، المتابع من طرف النيابة العامة المختصة بتهمتي هتك عرض فتاة قاصر وافتضاض بكارتها بمنطقة النخيل السياحية، إلى يوم 17 نونبر المقبل.ويعتبر هذا التأجيل التاسعَ من نوعه، بعدما تمت متابعة المتهم الخليجي في حالة سراح خلال شهر فبراير، ما مكنه من مغادرة التراب الوطني، وأثار غضب الحقوقيين الذين طالبوا السلطات القضائية بإصدار مذكرة تسليمه من طرف الدولة الكويتية بناء على الاتفاقية المبرمة بين الدولتين عام 2008.وتفاعل فرع المنارة للجمعية المغربية لحقوق الإنسان، الذي نصب نفسه طرفا مدنيا في القضية، مع هذا التأجيل، مشيرا إلى الغياب المستمر للتهم منذ جلسة 11 فبراير الماضي، حين أدلى دفاعه بشهادة طبية صادرة عن المصالح الطبية الكويتية (طبيب الأسنان) بتاريخ 3 من شهر فبراير الماضي.وأوضحت مصادر قضائية من محكمة الاستئناف أن متابعة الشاب الكويتي المتهم بهتك عرض فتاة قاصر بمقاطعة النخيل في حالة سراح، تأتي بعدما أدلى أب وأم القاصر بتنازلين منفصلين.وجددت ""AMDH"" مراكش مطلب ""فتح الملف عبر إجراء تحقيق شامل، خاصة أمام تنازل أسرة الضحية، وعدم متابعة أو الاستماع إلى صاحب الفيلا، وأصحاب الملاهي الليلية، لأنه تساورنا شكوك حول إمكانية تشكيل شبكة للإتجار في البشر""، وفق مضمون بيان توصلت به هسبريس.",faits-divers
28,bb32a21804f811eba346646e69d991ea,مديرية الأمن توضح بشأن أوضاع شرطي سابق,الثلاثاء 29 شتنبر 2020 - 21:10,هسبريس من الرباط,"قالت المديرية العامة للأمن الوطني إنها اطّلعت على تدوينة منسوبة لموظف شرطة سابق منشورة على منصات التواصل الاجتماعي، وتناقلتها بعض المنابر الإعلامية الوطنية، تتحدث عن الوضعية الصحية والإدارية والمالية للمعني بالأمر الذي كان ضحية حادثة سير.وأوضح بلاغ توصلت به هسبريس أنه ""تنويرا للرأي العام، ورفعا لكل لبس قد تتسبب فيه الأخبار المنشورة في هذا الصدد، تحرص المديرية العامة للأمن الوطني على التذكير بأن الأمر يتعلق بمقدم شرطة سابق كان يعمل بقسم الأسفار الرسمية بمديرية الأمن العمومي، وأنه تعرض لحادثة سير بعد الانتهاء من مهمة رسمية بتاريخ 29 شتنبر 2013، أصيب على إثرها بكسور مزدوجة تسببت له في إعاقة جسدية"".وأضاف البلاغ أنه ""طبقا لأحكام الفصلين 45 و46 من النظام الأساسي العام للوظيفة العمومية، والمادتين 10 و13 من المرسوم الذي تحدد بموجبه كيفية تطبيق مقتضيات النظام الأساسي العام للوظيفة العمومية، المتعلقة بالرخص لأسباب صحية، فقد تمت إحالة ملف الموظف المعني بالأمر على المجلس الصحي وعلى لجنة الإعفاءات عملا بما تقتضيه المقتضيات القانونية ذات الصلة"".وأشارت المديرية العامة للأمن الوطني إلى أن ""المجلس الصحي أكد عدم قدرة الموظف المعني نهائيا عن العمل، مما تقرر معه إحالته على التقاعد طبقا للقانون بتاريخ 01 دجنبر 2016 لأسباب صحية، مع إعمال مقتضيات الفصل 25 من القانون المحدث لنظام المعاشات المدنية، لا سيما في الشق المتعلق بالاستفادة من معاش الزمانة ومعاش التقاعد الذي أحيل عليه بموجب قرار المجلس الصحي"".وعلاوة على المعاش الممنوح للموظف المذكور، يضيف البلاغ، ""والذي تبقى المقتضيات القانونية والتنظيمية وحدها التي تتولى تقديره وتحديد قيمته، فقد حرصت المديرية العامة للأمن الوطني على تمكين الموظف المتقاعد من الدعم المادي والمساعدة اللازمة في العديد من المناسبات، إذ تكلفت مؤسسة محمد السادس للأعمال الاجتماعية لموظفي الأمن الوطني بسداد مبلغ 104.156 درهم كمصاريف للعلاج بمركز للترويض بمنطقة بوسكورة، وأداء فواتير أدوية بمبلغ 8208 درهم، كما استفاد أيضا من رأسمال التأمين عن العجز بقيمة 120 ألف درهم، ورأسمال نهاية الخدمة في حدود 9807،10 درهم، فضلا عن مساعدات نقدية قدرها 20 ألف درهم في سنة 2015 و15 ألف درهم في سنة 2016"".وورد ضمن البلاغ ذاته أنه ""إمعانا في دعم هذا الموظف المحال على التقاعد لأسباب صحية، قامت المديرية العامة للأمن الوطني بتمكينه من مساعدة مالية إضافية قدرها 10 آلاف درهم في 27 نونبر 2018، و50 ألف درهم وكرسي آلي متحرك قيمته 23.310 درهم في 30 نونبر من نفس السنة، كما استفاد أيضا من مبلغ 400.000 درهم كتعويض عن الضرر الناجم عن حادثة السير من طرف الشركة المؤمنة"".وأوضحت المديرية العامة للأمن الوطني أنها ""إذ تذكّر بالإطار القانوني والتنظيمي المتعلق بالوضع الإداري والمالي للموظف المعني المتقاعد، فإنها تؤكد في المقابل أنها حرصت على مساعدته ماديا ومعنويا، كما أوفدت لجنة مركزية للاطلاع على ملتمساته، وذلك توطيدا منها للعناية الموكولة لجميع مكونات أسرة الأمن الوطني، الممارسين منهم والمتقاعدين، في إطار ما يسمح به القانون وتتيحه اللوائح التنظيمية ذات الصلة"".",faits-divers
29,bbf2489a04f811eba6d6646e69d991ea,شرطة مراكش تطيح بمتورط في تهديد حياة المارة,الثلاثاء 29 شتنبر 2020 - 19:20,إبراهيم مغراوي من مراكش,أحالت عناصر الفرقة الحضرية للشرطة القضائية بمنطقة سيدي يوسف بن علي بمدينة مراكش، صباح الثلاثاء، على وكيل الملك لدى المحكمة الابتدائية بالمدينة ذاتها شخصا يشكل موضوع مذكرة بحث على الصعيد الوطني، من أجل التهديد باستعمال السلاح الأبيض.وكانت عناصر الفرقة الحضرية المذكورة أوقفت، الأحد، الشخص المعني، على خلفية تهديد المارة باستعمال مدية كبيرة الحجم، وتعريض رجال الأمن للخطر قبل أن يلوذ بالفرار إلى وجهة مجهولة.وإثرها، كثّفت عناصر الأمن من تحرياتها الميدانية؛ ما مكنها من تشخيص هوية المشتبه فيه، وإيقافه وإخضاعه لتدابير الحراسة النظرية وتقديمه أمام العدالة.,faits-divers
30,bd0fa55204f811eb8da3646e69d991ea,"الأبحاث الأمنية تقترب من فك ""لغز وفاة نعيمة""",الثلاثاء 29 شتنبر 2020 - 18:30,هسبريس من زاكورة,"كشف مصدر أمني مسؤول أن الأبحاث والتحريات التي تباشرها عناصر المركز القضائي للدرك الملكي بزاكورة حول الجريمة التي راحت ضحيتها الطفلة نعيمة أروحي بدوار تفركالت، ضواحي أكدز بإقليم زاكورة، متواصلة، وقد بلغت مراحل متقدمة.وأوضح المصدر ذاته، الذي فضل عدم البوح بهويته للعموم، أن عناصر الدرك الملكي قامت أمس بزيارة إلى مجموعة من القصبات والموقع الذي عثر فيه على جثة الطفلة نعيمة، بالاستعانة بالكلاب المدربة، وذلك أجل كشف خيوط الجريمة التي هزت الرأي العام الوطني.وأوضح المسؤول ذاته أن المركز القضائي للدرك الملكي المكلف بهذه القضية يقترب من فك خيوط الجريمة الشنعاء التي راحت ضحيتها الطفلة نعيمة ذات الخمس سنوات، مشيرا إلى أن الأبحاث والتحقيقات في مراحلها المتقدمة وسيتم الكشف عن بعض التفاصيل في الساعات المقبلة.وتابع المتحدث أن عناصر الدرك الملكي تكثف من الأبحاث والتحريات في الموضوع منذ الإعلان عن العثور على جثة الطفلة الضحية، موردا أنها انتقلت أيضا اليوم الثلاثاء بالكلاب المدربة إلى مجموعة من المواقع، منها أحد الجبال القريبة من موقع الجريمة تقول الساكنة المحلية إن ""كنز"" يوجد هناك.مصدر أمني آخر أوضح في تصريح لهسبريس أن الأبحاث والتحريات متواصلة لتحديد جميع ملابسات القضية، مشيرا إلى أن نائب الوكيل العام للملك لدى محكمة الاستئناف المكلف بتتبع هذه القضية يتابع الوضع عن كثب، لافتا إلى أنه ""حضر مساء أمس الاثنين إلى عين المكان، ووقف على المجهودات المبذولة، وانتقل إلى مركز الدرك الملكي بأكدز حيث كان في اتصال مباشر مع عناصر المركز القضائي التي عهد إليها بتتبع القضية إلى حدود منتصف الليل"".",faits-divers
31,be91143804f811eba971646e69d991ea,هتك عرض قاصر يقود إلى توقيف خمسيني بطنجة,الثلاثاء 29 شتنبر 2020 - 17:05,هسبريس من طنجة,"أوقفت دورية للقوات العمومية، مساء الاثنين، شخصا في منتصف عقده الخامس، بمنطقة بني مكادة، بطنجة، للاشتباه في تورطه في قضية تتعلق بالتغرير بقاصر، وتعريضه لهتك العرض بدون عنف.وأفاد بلاغ لولاية أمن طنجة، توصلت به هسبريس، بأن الموقوف يبلغ من العمر 56 سنة، وقد ضبط متلبسا باستدراج طفل قاصر يبلغ من العمر ثماني سنوات، وتعريضه لاعتداء جنسي بمنطقة خلاء مجاورة لحي ""الشرف"" بمدينة طنجة.وجرى الاحتفاظ بالمشتبه فيه تحت تدبير الحراسة النظرية رهن إشارة البحث التمهيدي، الذي يجري تحت إشراف النيابة العامة المختصة؛ للكشف عن جميع ظروف ملابسات وخلفيات هذه القضية، وتحديد كافة الأفعال الإجرامية المنسوبة للمعني بالأمر.",faits-divers
32,bfc7716c04f811eb9e3f646e69d991ea,"البحرية الإسبانية تعترض ""حراكة"" أمام سواحل سبتة",الثلاثاء 29 شتنبر 2020 - 14:40,جمال سماحي من تطوان,"أحبطت عناصر الحرس المدني الإسباني بثغر سبتة المحتل، في أولى ساعات صباح الثلاثاء، محاولة عشرة مرشحين للهجرة غير النظامية، من أصل مغربي، الوصول نحو الضفة الشمالية، في عمليتين منفصلتين.وحسب ما أوردته صحيفة ""الفارو دي سيوتا"" المحلية، فإن خدمة الإنقاذ البحري الإسباني تدخلت لاعتراض قاربين مطاطيين، في عمليتين منفصلتين، عقب رصدهما بعرض البحر قبالة سواحل سبتة، مشيرة إلى أن كل قارب كان يحمل خمسة مهاجرين مغاربة.وأضاف المصدر ذاته أن عناصر الخدمة البحرية قامت بنقل المهاجرين العشرة إلى القاعدة البحرية، حيث تم إخضاعهم لفحوصات طبية من طرف أطر منظمة الصليب الأحمر، قبل وضعهم تحت تدبير الحجر الصحي بالمستشفى القديم التابع لذات المنظمة، تفعيلا للبروتوكول المعمول به مع الوافدين.وأوضحت الصحيفة ذاتها أنه جرى، خلال الأربع والعشرين ساعة الأخيرة، إحباط محاولة ما يقرب من عشرين مغربيا مرشحا للهجرة غير النظامية إلى إسبانيا، معتبرة أن هذا الوضع هو ""انعكاس حقيقي لحالة الضغط المسجلة"".",faits-divers
33,c0fe1e3a04f811eb84aa646e69d991ea,"قضية ""ولد الخريبكي"".. فريق إعلامي يدافع عن بارون ""الخمور الفاسدة""",الثلاثاء 29 شتنبر 2020 - 14:30,هسبريس من الرباط,"كشفت ""قضية سعيد ولد الخريبكي"" المعروف بـ""إله الخمر"" أو صاحب ""خمارات القرب"" عن نوع جديد من ""عبيد القنينات""، الذين يعتقدون واهمين بأن ""الإفراط في ثمالة المقالات"" و""عربدة الافتتاحيات"" سيكون بمقدورهم تبييض سجلات الرجل إعلاميا وقضائيا.إن ندماء خمارات القرب بالأمس، والذين تم تكليفهم اليوم بالمنافحة الإعلامية عن جودة وصلاحية ""مسكر المرنيكة"" التي كان يبيعها الرجل لشعب المستهلكين، يعتقدون واهمين بأن نشر ""إيميلات ولد الخريبكي في موقعهم الإخباري"" هو بمثابة طوق نجاة أمام القضاء، وأن تعميم الكذب على أجهزة العدالة الجنائية في هذا الملف سيقوّض المسطرة القانونية الجارية في حقه؛ بل سيشرعن خموره الفاسدة، وربما إسدال طابع ""الحلال عليها"".سكارى في جبّة مدافعينمند اندلاع ""قضية ولد الخريبكي""، برز جليا أن أحد المواقع الإخبارية تكلف حصريا بمهمة المؤازرة الإعلامية عن ""بارون الخمور الفاسدة""، مستفيدا في ذلك من ثقافته الواسعة في مجال المشروبات الكحولية أو الممزوجة بالكحول، وأيضا من ""السخاء"" المشهود به ""للكرابة الكبار ومالكي الخمارات الموزعة في مختلف أرجاء المغرب"".وقد بدا جليا انتفاء الموضوعية والمهنية في التحليل، من خلال أول عبارة وردت في المقال المنشور في الموقع الإخباري المذكور؛ فقد ادعى أن مصالح الشرطة قامت بإتلاف الضبطيات المسكرة المحجوزة في مستودع سعيد بوقنوف بمنطقة حد السوالم بضواحي برشيد، وهي ديباجة أقل ما يقال عنها إنها تصدح ""بالعربدة الصحافية""، على اعتبار أن الشرطة اقتصر دورها على مباشرة البحث التمهيدي في هذه القضية، وأنها نفذت أوامر السلطة القضائية القاضية بالإشراف على عملية ""الإتلاف"" إلى جانب باقي المصالح الحكومية المختصة، وتحديدا المكتب الوطني للسلامة الصحية للمنتجات الغذائية وإدارة الجمارك والضرائب غير المباشرة.إن صاحب المقال حاول تقديم ""إله الخمر"" على أنه في خلاف مع الشرطة، وليس في نزاع مع القانون واللوائح التنظيمية والجمركية المقننة لبيع المشروبات الكحولية أو الممزوجة بالكحول. وهذا اللعب بالكلمات ربما أوعز به صاحب ""الطلبية"" الموجهة إلى الموقع ناشر الخبر، والذي وصلت به الجسارة إلى حد إسناد صلاحية ""إجراء الخبرة على الكحول"" إلى المستهلكين أنفسهم ولأصحاب المطاعم والحانات وليس للمكتب الوطني للسلامة الصحية للمنتجات الغذائية! كيف ذلك؟ لقد زعم صاحب المقال بأن قنينة الخمر تكون غير صالحة للاستهلاك إذا ""دفع بذلك الزبون المستهلك نفسه""! والذي غالبا ما يكون تحت تأثير الثمالة والسكر المفرط.وإمعانا في التأسيس لهذا النوع الجديد من ""الخبرة الخمرية""، أو ""الخبرة الذاتية للمستهلك"" إن صح التعبير، زعم صاحب المقال الذي ينافح إعلاميا عن سعيد ولد الخريبكي بأن ""نبيذ ""بوناصا"" هو من الخمور الشابة التي لا تتقادم ولا تشيخ""، ناسيا أو متناسيا بأن تخزين ""بوناصا"" إلى جانب جافيل والماء القاطع وفي البرودة والشمس يمكنه أن يغير حتى ""البلاك لابيل"" إلى مشروب يشبه في اللون (وليس المذاق) ""شاي ليبتون""، وليس فقط إفساد نبيذ ""بوناصا"" المصنف ضمن المشروبات منخفضة التكلفة.لكن المثير للسخرية والاستغراب معا في هذه ""المرافعة الخمرية"" هو الزعم القائل: ""عندما يتم الإشعار بأن النبيذ غير صالح للاستهلاك من طرف أحد المستهلكين، فإن صاحب المطعم يقوم بإرجاع كل المخزون من هذا المشروب إلى المزود. وأن هذا الأخير يقوم بدوره بإرجاعه إلى المنتج الأصلي. وفي هذه الحالة، فإن أصحاب المطاعم والحانات والموزعين لا يخسرون شيئا، ما دام أنهم يتقاضون المقابل لاقتناء كحول أخرى أو يتلقون بضاعة جديدة""؛ فصاحب المقال يتحدث هنا عن الحانات والمطاعم وكأنها (تغرف من وادي الكوثر في الجنة)، ويتحدث عن ""إله الخمر"" المغربي وكأنه ملاك حريص على صحة وأذواق وثمالة المستهلكين.إن هذا الطرح ""الطوباوي"" ليس فقط بعيدا عن الحقيقة والواقع؛ بل إنه موغل في السطحية و""السنطيحة""، ففي الواقع ""المستهلك الذي يدفع بعدم جودة المنتوج الكحولي"" غالبا ما يطرد على يد ""الفيدورات والبارمانات"" أو تنتهي به الليلة في ""الكوميسارية"" بسبب السكر العلني البين. كما أن الحديث عن إرجاع المخزون بدون تكلفة مالية هو كلام سكارى وليس تحليلا منطقيا، إذ إن إرجاع المنتوج كاملا سوف يحتاج إلى وقت زمني لتعويضه، إن صدقنا على مضض هذا الطرح الطافح بالمثالية. وهذا الوقت ألا يقاس بالمال في عالم التجارة، سواء بحلالها أو غير حلالها (حتى لا نقول حرامها).العربدة.. تفرز التناقضلتبييض صحيفة سعيد ولد الخريبكي إعلاميا، كان لا بد من إخراج ""إله الخمر الأب"" من قبره لتبرئة ابنه في قضية الخمور المغشوشة وغير الصالحة للاستهلاك. ولهذا الغرض، نشر فريق الدفاع الإعلامي ""بريدا إلكترونيا يعود إلى سنة 2016 بدعوى أنه يتعلق بالمحجوزات غير الصالحة للاستهلاك التي تم إتلافها في سنة 2020! وهنا، يحق لنا أن نتساءل: ""ألم يقل صاحب المقال بأن الموزعين لا يخسرون شيئا عندما يتم إرجاع النبيذ من الحانات بإيعاز من المستهلك؟ ألم يجزم بأن الزبون هو سيد قراره في الخبرة المنجزة على نبيذ ""بوناصا""؟ ألم يشدد على أن المنتِج (بكسر التاء) الأصلي يكون مطالبا بتعويض البضاعة الفاسدة، إما نقدا أو عينا؟ فلماذا احتفظ سعيد بوقنوف ووالده بعشرات الآلاف من قنينات ""بوناصا"" في مستودعهما بحد السوالم لسنوات عديدة؟ ولماذا رفضت الشركة الموزعة استبدال هذه البضاعة كل هذه المدة؟.إن الجواب عن هذه التساؤلات يجعلنا ندخل في تناقض صريح وصارخ: فإذا كانت الشركة الأصلية ملزمة بتعويض المخزون الذي يتم إرجاعه، كما زعم صاحب المقال سلفا، فإننا لن نجد وقتها في مستودع سعيد ولد الخريبكي أية قنينة فاسدة أو منتهية الصلاحية؛ لكن العكس هو الذي حدث. لقد تم العثور على أكثر من 20 ألف قنينة غير صالحة للاستهلاك، فضلا عن رصد مخالفات جمركية وضريبية أخرى عديدة لم يتحدث عنها صاحب المقال. فأين المشكل إذن؟.إذ أخذنا بطرح صاحب المقال، والذي سنكون مطالبين بتصديقه في هذه الحالة، فإن المسؤولية الجنائية إزاء القانون والأخلاقية إزاء المستهلك يتحملها سعيد ولد الخريبكي وحده وليس أي شخص آخر! فقد كان مطالبا بإرجاع المخزون الفاسد فورا إلى الشركة الأصلية، وليس انتظار وفاة والده وانصرام أكثر من ست سنوات. كما كان ملزما بإرسال أكثر من بريد إلكتروني للإلحاح على الشركة المزودة للمطالبة بالتعويض أو استبدال البضاعة، وليس الاقتصار على بريد واحد في مدة ناهزت سنوات طوال. أكثر من ذلك، كان مفروضا في ""إله الخمر"" أن ينقل البضائع الفاسدة إلى مستودع خاص بها لا إشراكها وخلطها مع البضائع الموجهة إلى خمارات القرب.وكسؤال أخير، قبل ختم هذا المقال: كيف يفسر الموقع الإخباري المدافع عن سعيد بوقنوف نتائج الخبرة التقنية التي أنجزها المكتب الوطني للسلامة الصحية للمنتجات الغذائية، والتي أكدت بما لا يدع مجالا للشك أن تلك المحجوزات الخمرية فاسدة وغير صالحة للاستهلاك؟ وكيف يمكن أيضا تفسير المحجوزات الفاسدة الكثيرة التي تم العثور عليها في العديد من الحانات والمحلات التجارية والخمارات، والتي لم يتم إرجاعها إلى الشركات المنتجة، على الرغم من أن الموقع الإخباري المعلوم تحدث عن نظرية جديدة تعتد بـ""خبرة السكير في جودة النبيذ""؟.",faits-divers
34,c1e22f7404f811eba042646e69d991ea,أمن العرائش يجهض عملية تهريب دولي للمخدرات‎,الثلاثاء 29 شتنبر 2020 - 14:25,هسبريس من الرباط,أجهضت عناصر الشرطة بالمنطقة الإقليمية للأمن بمدينة العرائش، مساء الاثنين، عملية للتهريب الدولي المخدرات، حيث حجزت طنا و20 كيلوغراما من مخدر الشيرا.ووفق بلاغ للمديرية العامة للأمن الوطني، فإن مصالح الأمن الوطني كانت قد رصدت سيارة نفعية على مستوى المنطقة الغابوية المحاذية لحي المحيط بمدينة العرائش، يشتبه في نقلها لشحنة من مخدر الشيرا الموجهة إلى التهريب عبر المسالك البحرية؛ قبل أن يعمد سائقها إلى التخلي عن حمولته المكونة من 32 رزمة، والتي بلغ وزنها الإجمالي طنا و20 كيلوغراما من مخدر الشيرا.وأضاف المصدر ذاته أن فرقة الشرطة القضائية ما زالت تواصل أبحاثها وتحرياتها في هذه القضية تحت إشراف النيابة العامة المختصة؛ للكشف عن جميع المتورطين المفترضين في هذا النشاط الإجرامي، فضلا عن حصر امتداداته وارتباطاته المحلية والدولية.,faits-divers
35,c3142eac04f811eba0ab646e69d991ea,"عائلة الطفلة القتيلة نعيمة: ""الشعوذة والكنوز"" وراء الجريمة النكراء",الثلاثاء 29 شتنبر 2020 - 12:35,هسبريس من زاكورة,"ما زالت الأبحاث جارية في قضية الطفلة نعيمة الروحي، التي عُثر عليها جثة هامدة فوق أحد الجبال القريبة من مسقط رأسها بدوار تفركالت ضواحي مدينة أكدز، بعد 41 يوما عن اختفائها في ظروف غامضة.وفي انتظار التوصل بالخبرة الطبية المنجزة على العظام البشرية التي تعود إلى الطفلة نعيمة، فتحت عناصر المركز القضائي للدرك الملكي ومركز الدرك الملكي للتشخيص، وبمؤازرة من بعض المراكز الترابية الأخرى، تحقيقات موسعة لمعرفة الأسباب الحقيقية وراء اختفاء الطفلة ووفاتها.وحسب المعطيات التي وفرها مصدر أمني مسؤول لهسبريس، فإن الوكيل العام للملك لدى محكمة الاستئناف بورزازات أمر بإجراء أبحاث معمقة في القضية والاستماع إلى الشهود من أجل الوصول إلى مقترف هذه الجريمة التي هزّت الرأي العام الوطني، مشيرا إلى أن الخبرة الطبية التي أنجزت على العظام البشرية سيتم التوصل بها في غضون الساعات المقبلة.وأوضح المصدر نفسه أن قضية الطفلة نعيمة تتابعها جهات عليا في المغرب، مضيفا: ""هناك تعليمات من الجهات نفسها من أجل الإسراع في كشف أسباب اختفاء الطفلة ووفاتها""، لافتا إلى ""أن القضية أصبحت قضية رأي عام وطني، وهناك مجهود يبذل للوصول إلى الحقيقة""، وفق تعبيره.وحسب تصريحات عائلة الطفلة، فإن الضحية كانت تعاني من الإعاقة على مستوى أحد رجليها، مستبعدة أن تكون وصلت إلى مكان العثور على جثتها بمفردها، مرجحة أن تكون قد تعرّضت للاختطاف والقتل من أجل أعمال الشعوذة أو الكنوز؛ لأنها ""زوهرية"".ولم تستبعد العائلة المكلومة أن يكون الفاعل الواقع وراء هذه القضية أحد من أبناء المنطقة، خاصة أن الجميع كان يعرفها أنها ""زوهرية""، مستبعدة في الوقت نفسه أن تكون ضحية الاغتصاب لصغر سنها وإعاقتها الجسدية.عائلة الطفلة نعيمة الروحي تطالب الجهات المسؤولة والأمنية بالوقوف بجانبها من أجل الوصول إلى الحقيقة في وفاة الضحية البريئة، وتقديم المتورط أو المتورطين فيها إلى العدالة، معبرة في الوقت نفسه عن شكرها لكل المواطنين المتضامنين معها والدرك الملكي والسلطة المحلية والمسؤولين والإعلام.",faits-divers
36,c47e146804f811eb89bb646e69d991ea,توقيف متورطٍ في قضايا ترويج المخدرات بطنجة,الثلاثاء 29 شتنبر 2020 - 12:30,هسبريس من طنجة,"أوقفت مصالح الأمن بطنجة، الاثنين، شخصا يبلغ من العمر خمسين سنة، بضواحي المدينة، للاشتباه في تورطه في قضايا تتعلق بحيازة والاتجار بالمخدرات والمؤثرات العقلية.ووفق إفادة مصدر أمني لهسبريس، فإن الموقوف يشكل موضوع مذكرات بحث عدة على الصعيد الوطني، وقد جرى توقيفه بمنزله بمنطقة ""كزناية""، مشيرا إلى أن عملية التفتيش المنجزة ""أسفرت عن العثور بحوزته على عدة جرعات من مخدر الكوكايين"".كما تم العثور بحوزته، يضيف المصدر ذاته، على ""مجموعة من الأسلحة البيضاء من مختلف الأحجام، وسيارة رباعية الدفع، ومجموعة من لوحات ترقيم وطنية وأجنبية يشتبه في كونها مزيفة، فضلا عن حجز وثائق تعريف في اسم الغير وقنينة غاز مسيل للدموع"".وتم الاحتفاظ بالمشتبه فيه تحت تدبير الحراسة النظرية رهن إشارة البحث التمهيدي الذي تشرف عليه النيابة العامة المختصة، وذلك لتحديد باقي الأفعال الإجرامية المنسوبة إليه.",faits-divers
37,c576537e04f811eb98a4646e69d991ea,حجز 23 رافدة من خشب الأرز المهرب بمرموشة,الثلاثاء 29 شتنبر 2020 - 08:32,رشيد الكويرتي من فاس,تمكنت مصالح المديرية الإقليمية للمياه والغابات ومحاربة التصحر بإقليم بولمان، الإثنين، من مصادرة 23 رافدة من خشب الأرز خلال عملية مداهمة لورشة للنجارة كائنة بمركز جماعة مرموشة.ووفق ما أوردته مصادر هسبريس فإن هذه العملية مكنت من توقيف مالك الورشة المذكورة، مبرزة أنها جاءت إثر تعقب مصير أشجار من الأرز تم اكتشاف قطعها بغابة مرموشة.المصادر ذاتها أبرزت أن هذه العملية أسفرت، فضلا عن حجز الرافدات الخشبية التي تعود للأشجار التي تم رصد تدميرها بغابة مرموشة، عن ضبط كمية مهمة من الألواح الخشبية من شجر الأرز النادر داخل الورشة المعنية.,faits-divers
38,c670996e04f811eb95a4646e69d991ea,أمن طنجة يشن حربا ضروسا على الخمور الفاسدة,الثلاثاء 29 شتنبر 2020 - 07:31,هسبريس من الرباط,قالت المديرية العامة للأمن الوطني إن عمليات المراقبة وإجراءات التقنين التي باشرتها لجنة أمنية مختلطة، تضم ممثلين عن المصالح المركزية للأمن الوطني وولاية أمن طنجة، بتنسيق مع السلطات الترابية المختصة، يومي 26 و27 شتنبر الجاري، أسفرت عن رصد مجموعة من المخالفات التنظيمية والقانونية، وأخرى متعلقة بخرق الإجراءات الاحترازية التي تندرج في إطار حالة الطوارئ داخل مطاعم وفنادق مصنفة، كما مكنت أيضا من ضبط كميات من المشروبات الكحولية والمواد الغذائية منتهية الصلاحية أو غير الصالحة للاستهلاك.وأضافت المديرية العامة للأمن الوطني، في بلاغ لها، أنه تم القيام بعمليات المراقبة بتنسيق تام مع السلطات المحلية ومصالح الصحة البلدية وممثلي المكتب الوطني للسلامة الصحية للمنتجات الغذائية ومصالح الجمارك والضرائب غير المباشرة، وذلك بغرض التحقق من الوضعية الجمركية للمشروبات الكحولية الممزوجة، ومدى استيفائها لمعايير السلامة الصحية.وبخصوص تدابير التقنين، يضيف البلاغ، فقد شملت هذه العمليات 28 من المطاعم والفنادق المصنفة بمدينة طنجة، ومكنت من رصد 13 مخالفة تنظيمية تتمثل في 3 مخالفات تتعلق بعدم احترام صنف الرخصة وتحويل النشاط الأساسي للمطاعم إلى حانات، ومخالفتين تتعلقان بتشغيل عمالة دون الحصول على التراخيص الضرورية، و7 مخالفات أخرى تتعلق بعدم إشهار الإطار القانوني لعمل هذه الفئة من المطاعم وتغيير الاسم التجاري بدون ترخيص، فضلا عن ضبط مخالفة واحدة تتعلق بتجاوز الطاقة الاستيعابية.وأشار المصدر ذاته إلى أن هذه العمليات الأمنية أسفرت أيضا عن حجز 120 قنينة من المشروبات الكحولية التي لا تحمل دمغات جمركية، فضلا عن 23 قنينة من الجعة والعشرات من قنينات المشروبات الغازية منتهية الصلاحية، بالإضافة إلى كميات مهمة من المنتجات الغذائية غير الصالحة للاستهلاك.وأكّدت المديرية العامة للأمن الوطني أنه على إثر هذه العمليات الأمنية، تم إخضاع مسيري هذه المحلات لأبحاث تمهيدية، مع وضع أحدهم تحت تدبير الحراسة النظرية، تحت إشراف النيابة العامة المختصة، وذلك لتحديد مدى ومستوى تورطهم في المخالفات والأفعال الإجرامية المرتكبة.وورد ضمن البلاغ ذاته أن هذه الإجراءات تأتي في سياق العمليات الأمنية التي تباشرها المصالح الأمنية على الصعيد الوطني، وذلك من أجل زجر المخالفات المتعلقة بخرق حالة الطوارئ الصحية، فضلا عن تلك المرتبطة باستغلال رخص ترويج المشروبات الكحولية، وذلك للكشف عن باقي ملابسات وخلفيات هذه القضية.,faits-divers
