,postId,comment,score,topic
10,b1c552ac055c11eb8c48646e69d991ea,منتخب برواتب خيالية و بدون لقب، لا حول ولا قوة الا بالله العلي العظيم,122,sport
11,b1c552ac055c11eb8c48646e69d991ea,لماذا كل هدا الحقد يا حمد الله على الفريق الوطني؟ ؟؟الجمهور المغربي محتاج إليك؛ علما ان المنتخب الوطني لكرة القدم اعد لأبناء البلد وليس لأي احد؛ مع العلم المنتخب ليس ملك لقجع ولا حجي ولا اي مدرب كان ؛فهو ملك جميع المغاربة خصوصا اللاعبين المرموقين ، كان عليك يااخي أن تتحدى الجميع للعب للمنتخب الوطني وإن تتألق وتتألق؛ ؛؛؛لا ان تتنازل عن حقك في وطنيتك.,-5,sport
12,b1c552ac055c11eb8c48646e69d991ea,"اصلا هذاك اللاعب انتوما ماباغينوش يلعب وباركا ماتقلبوش على عذر تخباو من وراه, استفزتوه في مقابلة وبغيتوه يجي يجري لعندكم , وانتوما لي خصكم تعتاذرو ليه هو الاول عاد شوفو المناداة عليه للعب باغيين ديرو روسكم ضحية وتقلبو عليه الطاولة, لي في علمي وهو ان بعض الللاعبين استفزه ايام رونارد ولكن هو ديما الاسهم ديولو طالعين في النصر الفريق ديالو وعلاش اللاعبين لي بقاو مع رونارد حتى واحد فيهم مامطفرو لا في المنتخب ولا في الاندية الاروروبية ديالهم , ياك كاينين لاعبين من المنتخب يلعبو في الاندية الخليجية واش سمعتو عليهم سجلو شي هاتريك ماعدا هاتريكات الشيشة الروتين اليومي ديالهم لي معروفين به من اياات رونارد",-25,sport
13,b1c552ac055c11eb8c48646e69d991ea,لا خير يرجى في من تعنت قلبه عن نداء وطنه,16,sport
14,b1c552ac055c11eb8c48646e69d991ea,المهم هو التركيز على تهيء منتخب قوي للمراحل المقبلة.وباب المنتخب مفتوح للأجدى به مهارتا و روحا وطنية و قلبا أما من غير ذلك فلا حاجة للمنتخب به.,30,sport
15,b1c552ac055c11eb8c48646e69d991ea,"التصريح الذي قام به حمد الله قديم، واستغله بخبث الناخب الوطني بتوصية من الجامعة، لان حمد الله يريد اللعب المنخب الوطني ، الادارة تتعنت لابعاده لانه كشف في السابق حقيقة ادارة المنتخب ولهم حقد دفين ،
للاسف من يدفع الثمن هي الكرة المغربية والجمهور المغربي الثواب لنتائج محترمة تليق بمستويات محترفينا الذين يجوبون كل الفرق العالمية.",-6,sport
16,b1c552ac055c11eb8c48646e69d991ea,الحمدالله في الفطور و الغداء و العشاء ووووو شخص لعب مع المنتخب المغربي لاعب جد جد عادي صداع راس مع واحد أمي,28,sport
17,b1c552ac055c11eb8c48646e69d991ea,والله الا دارو شي حاجة.انا تنحلف. والله مايطفروه. والله مابقا مسوق ليكم حد. نتفرجو فالكورة ديال العالم كامل الا هادالمنتخب الفاشل.,12,sport
18,b1c552ac055c11eb8c48646e69d991ea,حمد الله لاعب كبير ابان عن علو كعبه في بطولات عديدة..لا يستحقه الفريق الصغير الضعيف المغربي.. الذي اضحى وكرا للفساد والفاسدين.. فبرغم صرف الملايين ان لم تكن الملايير عليه..لم يحقق اية نتيجة تذكر..اسالوا السيد لقجع..فهو اعلم..,-23,sport
19,b1c552ac055c11eb8c48646e69d991ea,"أظن ان حمد الله يرغب اللعب للمنتخب الا ان مسامير الميدة لا يرغبون به خوفا من افتضاح امرهم و خباياهم و الاعيبهم و غنائمهم....ووو لذا اختلقوا هذه المسرحية المشروخة و السيناريو القديم ليبرروا ان حمد الله هو المخطئ و هو المتكبر و المتعالي بينما الحقيقة عكس ذلك .
هل اتصلوا به مؤخرا للالتحاق ..؟ ام اكتفوا بتدوينة قديمة على الفايس للتبرير ؟ 
اعتقد و ربما اجزم انهم لم يتصلوا به بتاتا ... 
و إن.كنتم قد تواصلتم.معه , فآتوا برهانكم !!",-5,sport
20,b1c552ac055c11eb8c48646e69d991ea,"حمد الله لاعب كبير و ولد الناس والعالم كله تيقدر نجوميته غير حنا المسؤولين ديال الكرة عندنا تيبغيو اللاعب يجي يلحس ليهم الكابة وبدفع ليهم الحبة من تحت الطابة باش يعيطو عليه يلعب باش يطلع قي السوق اما حمد الله عاق بيهم ما داوش منو باش ينقيو سنانهم وهوما تيديرو عليه النقابة وبداو تينتقمو منو السيد باغي يلعب في المنتخب هوما لي دايرين ليه القوالب وتيغلطو في الرأي العام حمد الله لاعب وطني وولد الاصل والدليل من ايام الحجر الصحي الى الان وهو متكفل بالف عائلة في المغرب غير هادي واش دارها شي لاعب اخر المنتخب محتاج لحمد الله ولكن تتفرق العصابة والله كنا فرحنا ملي الزاكي مشا المنتخب ولكن بالي تهوا دارو ليه الساكتا والمسكوبا هههه قالو ليه شد وسكت ودرب الطم هاد حليلوميتش اش داه يجبد حمد الله في هاد الوقت وهوممعيطش ليه بينا بش يشوشو عليه شافوه مكنسونتري في دوري بقطر شافوه محيح والصحافة في العالم كلو تتهظر عليه
خويا حمد الله متسوقش الدباب لالكتروني ديال الفجغ ورباعتو دور الصرف بالدولار ورجع لزاوية والبيار واش فهمتيني ولا لا",-8,sport
21,b1c552ac055c11eb8c48646e69d991ea,"Hamdallah est seulement un enfant, l’équipe national marocain a besoin de vrais hommes et non des enfants",5,sport
22,b1c552ac055c11eb8c48646e69d991ea,غريب أمر هذا المدرب ، يبدو إنه مسلوب الإرادة و ينفد إملاءات جهات لا يروقها ان تعطي الفرصة لحمد الله لانه اذا ما نودي عليه سيفضح كل ما حيك ضده من مؤامرات رونار وزبانيته ، والأكثر من ذلك فهي تسعى الى قطع الطريق عليه لابراز قدراته و ابطال مزاعم أعداءه الذين تم تجنيدهم للتضييق على الرجل لحمله على الانسحاب ،و بعد الانسحاب -مضطر أخاك لابطل -من المنتخب سيصبح من المستحيل إرجاعه ، فرجوع الرجل الى احضان المنتخب له ادبياته تراعي كرامته التي اهينت امام مرأى ومسامع من شهد وقائع الأحداث التي يعلمها القاصي قبل الداني ،اما خاليلوفيتتتش فلن يضحي بمكانه لارضاء الجمهور و مقتضيات إعادة الاعتبار لهذا اللاعب الموهوب:,-8,sport
23,b1c552ac055c11eb8c48646e69d991ea,حمد الله لاعب كبير ومحب لوطنه ولم يرفض الدعوة ولكن المدرب لا يريده ويفضل الفرنسيين و....,-16,sport
24,b1c552ac055c11eb8c48646e69d991ea,لا اظن ان اللاعب حمد الله رفض اللعب في الفريق الوطني المغربي... ننتظر ردة فعله ... ويبدو أن البعض في الفريق الوطني المغربي لا يرغب في مشاركة حمد الله في اللعب في الفريق الوطني المغربي... لا ننسى أن اللاعب حمد الله، استطاع أن يبين للعالم على قدرات كبيرة في اللعب ... استطاع أن يسجل باحترافية عالية على أغلب الفرق ... ننتظر جواب حمد الله على تصريح مدرب الفريق المغربي حول رفضه اللعب في الفريق الوطني المغربي....,12,sport
25,b1c552ac055c11eb8c48646e69d991ea,واش الدوري السعودي كان كيدريبليه سي حمد البهجة كامل بيه بالحارس بالمدرب وتقول حمدالله أحسن مهاجم أخوتي فيقو من القلبة راه لاعب عادي بحال لاعب مع فريق الهواة والله يلقا مدافعين صحاح لدار شي حاجة راه لاصق يجيب تقاعد من الخليج الله يسهل عليه,22,sport
26,b1c552ac055c11eb8c48646e69d991ea,الحدادي احتقر المنتخب المغربي ، وفضل عليه لمنتخب الإسباني في وقت اعتقد نفسه نجما ، ولما انكشف عنه الغطاء وصار يتنقل بين الأندية المتواضعة ويظل حبيس الاحتياط ، نظر إلى الخلف وبحث عن مكان في منتخب الجالية ، فوجد حضن جامعة كرة القدم مفتوحا ، بل طافت معه على كل الزوايا والأضرحة والطاس والاتحاد الدولي والمحاكم الرياضية بمختلف درجاتها ، حتى حصلت له على حكم يجيز له التمتع بمقولة : المتخب غفور رحيم .... أما حمد الله المسكين ، المنحدر من المغرب المنسي ، يطرد من المنتخب ، ويهان ، ويقال فيه ما لم يقل في تحريم الخمر ، ثم يطلب منه الرجوع إلى المنتخب دون أن يتلقى أي اعتذار ، أو أي ضمانات للمساواة بينه وبين أبناء الجالية ، هذا إن كان قد تمت المناداة عليه فعلا .... وعموما الأفضل له أن يركز مع فريقه ويقدم له الأفضل ، خير له من الالتحاق بمنتخب فيه كل التناقضات ، وتصرف عليه الملايير دون أية نتيجة تذكر .,17,sport
27,b1c552ac055c11eb8c48646e69d991ea,الروح الوطنية لا تباع و لا تشترى ، المنتخب الوطني المغربي كبير على حمدالله و الامثال ديالو ،لاعب جد عادي ... الدوري الأوروبي هو المقياس الحقيقي لكل لاعب ، ماشي الدوري ديال الرزوز,-6,sport
28,b1c552ac055c11eb8c48646e69d991ea,وحيد خاليلوزيتش ليس هو المسؤول عن استدعاء أي لاعب أو استبعاده خاصة إذا تعلق الأمر بلاعبين متمردين عن الطاعة والإذلال ... فالمدرب الوطني موظف كغيره من الموظفين عليهم تطبيق ما يفتى عليهم دون نقص ولا زيادة... وهذا يؤكد أن الجامعة المغربية لكرة القدم تسيرها ّأياد خفية لا علاقة لها بالرياضة ولا بروحها.. وانتهى الكلام.,16,sport
29,b1c552ac055c11eb8c48646e69d991ea,نداء الوطن لا نقاش فيه ولو كان عندك مال قارون ،شوف ميسي ورونالدو ووو وخد العبرة,-2,sport
30,b1c552ac055c11eb8c48646e69d991ea,حمدالله لاعب كبير وغايبقا كبير اكتب أسمو بالذهب في القارة الاسيوية. البطولة السعودية تقى وأحسن من شي بطولات في أروبا . ماداز شي مهاجم فحالو فالمغرب. كتب أسمو بالذهب فالسعودية. المدرب خصو يدير دروس ديال الفرنسية باش يتواجب معاه. حياتو دوزها كلاعب وكمدرب فرانسا ومزال معرف يكون جملة مفيدة. أظن قال لي شي حاجة خرى وقلق حمد الله . حتى دابا هو عايش احسن فتراتو الكرة (عيش و ربي الريش) سلات مدام . بالتوفيق خونا عبد الرزاق,12,sport
31,b1c552ac055c11eb8c48646e69d991ea,سنوات طويلة والدولة كتخسر الملايير على المنتخب شنو استفدنا النكسات والناس كتجي تعمر الجيب وتمشي لا ألقاب واقصاءات اخرها امام البنين كولشي كيجي يدوز كونجي يتخلص ويزيد وحنا يقهرونا بالمعيشة والماء والكهرباء بأجر ميكملش ليك حتى نص فالشهر لكن هناك محكمة السماء حتى واحد مايضيع ان شاء الله,8,sport
32,b1c552ac055c11eb8c48646e69d991ea,حمد الله لاعب كبير و مؤهلاته اكبر كل المنتخبات تتمنى خدماته و ارقامه و اهدافه تتكلم في غيابه لكن روح الوطنية فوق كل اعتبار و حسب رايي فانه يعتبر متمردا و مجردا من الوطنية و الوطن الذي لا نحبه لا يسمح للعيش فوق ارضه و تحت سمائه لذا وجب سحب الجنسية المغربية منه و عدم السماح بالدخول لاراضيه وذلك ليكون عبرة لكل خائن,-12,sport
33,b1c552ac055c11eb8c48646e69d991ea,"لو كان لك ما تقدمه للمنتخب المغربي لما تهاونت
المغرب هو الذي كونك حتى اصبح اسمك يذكر في الخليج ولا غير لن تصل مستوى احمد فرس ،محمد التيمومي،عزيز بودربالة،سحيتة،الضلمي،وغيرهم كثر اين انت من هؤلاء
علمت زيدان و كومان وارطيطا دخلوا في صراع بغية ضمك الى فرقهم 
الله يعفو عليك المغرب اكبر منك والمنتخب من دونك افضل",-3,sport
34,b1c552ac055c11eb8c48646e69d991ea,"نحن نسيناه الى الابد. ولا يستحق ان يحمل قميص الوطن. 
ونرجوا ان يتم طي سيرة هذا الناكر لوطنه. 
وهل من الرجولة ان يخذل وطنه لاتفه الاسباب وعلى ضربة جزاء في مبارة ودية او شيء اخر ؟!؟!
الله يكون في العون من هو مجبر على العيش والتعامل مع المنتهي. 
عندنا افضل منه بسنوات ضوئيه ولا نأسف ابدا على عدم مجيئه وحسناً فعل المدرب والجامعة حين قالوا ان المنتهي انتهى.",-5,sport
35,b1c552ac055c11eb8c48646e69d991ea,أتابع هذا اللاعب كل اسبوع في لقاءاته في البطولات السعودية والأسيوية. كنا نسانده زمن المدرب السابق ونقول كما طأطأ المدرب الرأس مع زياش المتعنت أيضا حينها فليفعلها مع حمدالله. لكن تكرر السيناريو ايضا مع المدرب الجديد للمنتخب وتأكد للجميع أن العيب جاي من اللاعب. طبعا الأغلى أجرا بالدوري السعودي الريال السعودي أعمى بصيرته عن بني جلدته رغم انه من حقك جمع الاموال. لقد فقد تقدير الشعب المغربي وهذا لا يقدر بأموال. لو رأيته كنت فعلا سأقبل من احترامه,-10,sport
36,b1c552ac055c11eb8c48646e69d991ea,في الواقع كنت جد متحمس لما يحققه هذا اللاعب مع فريقه النصر ودائما كنت أتمنى له التوفيق في مسيرته وتطوير مستواه. ولكن بعد الآن لن أتابع أخباره ولا مسيرته. على كل حال لم يبق له الكثير من الوقت التقاعد النهائي. حينها سوف يندم إذا كانت فيه ذرة من الوطنية. قراره بعدم استجابته لمنتخب وطنه خطأ فادح سيشهده له التاريخ. هذه نتائج سوء التعلم والتربية الوطنية والأخلاق. هذا هو مستوى التعليم في المغرب. للأسف الشديد.,-3,sport
37,b1c552ac055c11eb8c48646e69d991ea,"On dois célébrer le grand joueur Bono au lieu de parler sure un joueur qui a dis non à l’équipe national car il se crois supérieur à elle, il joue seulement au championnat de l’Arabie saoudite, common sera sa performance contre des vrais défenseurs de qualité mondiale 
???
Il est très normal, rien d’extraordinaire avec ce jouer, c’est mon dernier commentaire sure ce joueur.",-8,sport
38,b1c552ac055c11eb8c48646e69d991ea,اقول للناخب الوطني ان حمد الله استجاب للمنتخب الوطني لعدة مناسبات. اظن ان وطنية حمد الله لا تقارن مع وطنية بعض اللاعبين اللذين فضلوا اللعب لمنتخبات اخرى.. وقلنا الوطن غفور رحيم... شكرا,6,sport
39,b1c552ac055c11eb8c48646e69d991ea,"علاس هد التشويش على المدربين والفريق الوطني 
حمدالله هو الغادر المنتخب كان صبياني مشي متككن من اعصابه اولا
هو الب قال اعتزال دوايا .المشكل طرح سوؤال على حمد الله ويخرج ب قرار تلفيزوني صحيح 
الثالث هو طبعا هداف العالم ولكن مشي بحال مبسي والا رونالدوا لوكان مزيان يخططفوا علية دول الاوربية بحال حكيمي زياش .الفربق السيوي صغير بحال كيلعب في نهضة بركان غير الفرق ديال المال البترول 
قول الحمدالله يمشي يلعب في اوربا كهداف هو راه واعي بالقدرات ديالوا 
بركة متشويش الخوي",-7,sport
40,b1c552ac055c11eb8c48646e69d991ea,سواء لعب مع المنتخب ام لم يلعب المهم عنده هو كسب رزقه وادخاره لابناءه هذا هو الاهم .وكل شخص حر في اختياراته لا يحق لنا لومه قد يكون له اسباب نجهلها سبب يحق له ان لا يعود الا المنتخب فلا تقول حبا للوطن لان الكرة بصفة عامة اهدار للوقت والتسلية .العتاب وهو عندما يكون الوطن بحاجة إليه وليس للمرح. تعقلو كفاكم بلادة وضياع,6,sport
41,b1c552ac055c11eb8c48646e69d991ea,Hamda Allah est le meilleur dans chaque match 2 ou 3 but,4,sport
42,b1c552ac055c11eb8c48646e69d991ea,"Hamdallah est un grand joueur qui a montré ses talents dans le championnat saoudien, championnat à niveau très élevé comparé au nôtre. 
On ne doit pas dire qu'on a une équipe nationale mais une équipe de binationaux dont la plupart des joueurs ne pouvait jouer avec leur équipe nationale d'origine et ils ont trouvé refuge dans notre équipe nationale.
Dites la vérité aux gens : On n'a ni un championnat national, ni une équipe nationale. POINT FINAL",5,sport
43,b1c552ac055c11eb8c48646e69d991ea,"حينما يتعلق الأمر براية الوطن يجب ترك سوء التفاهم جانبا و الدفاع باستماتة عن راية البلاد . فحب الوطن لا يقدر بثمن .
و حمد الله سيندم أكيد لكن بعد فوات الأوان",-6,sport
44,b1c552ac055c11eb8c48646e69d991ea,"حمد الله لاعب عادي كما بقية الاعبيين العاديين و كيلعب في بطولة عادية جدا غير هي فيها فلوس زايدة على حساب المستوى.
لماذا هذه الضجة.???
الا كان يلعب في ليغا ولا بروميار ليغ ولا كالشيو ولا بوندسليغا وخا وديك الساعة مرحبا به لان المستوى عالي.",-6,sport
45,b1c552ac055c11eb8c48646e69d991ea,"التعنث والتكبر ليس من شيم الرجال 
والقميص الوطني أسمى منه ومن أمثاله ،ويجب الا ينسى ان وطنه هو البوابة التي انطلق منها ومن بطولته لكي يلعب في بطولات اخرى ، الاعبين الكبار هم من يفتخرون ويعتزون بحمل راية وطنهم في صدورهم بغض النظر عن الاسباب والمشاكل التي تعترض طريقهم وبحاربون بشتى الوسائل الممكنة لكي يحجزو مكانا لهم في فريق بلادهم والعبرة في لاعبين كبار مرو من المنتخب المغربي و لاعبين آخرين في بلدان أخرى ..................لاحياة لمن تنادي",-8,sport
46,b1c552ac055c11eb8c48646e69d991ea,"لااظن ان حمد الله يرفض دعوة 
المدرب لايكفي دعوته باتصال هاتفي بل يجلس  معه المدرب وبعض مسئولين بالجامعة يجب رد الاعتبار لحمد الله بسبب ماوقع له في المعسكر لان منتخبنا يحتاج لخدماته لانه هداف عالمي 2019 واشاهد مباريته مع النصر مهاجم مميز لايعرف الا التسجيل نتمنى له العودة للمنتخب المغربي في المباريات المقبلة",9,sport
47,b1c552ac055c11eb8c48646e69d991ea,يا عباد رآه حمد ذو أخلاق عالية و متدين فعلا ولا ولم يحاولوا معه واش تاتقلبوا على الناخب الوطني يستقيل لهذا السبب (ما الغاوي حمد الله،ما ابغاوش ام رابط ، ما ابغاوش الزاكي)ما ما ما او زيد!!!,6,sport
48,b1c552ac055c11eb8c48646e69d991ea,ردا على تعليق أبو أنس:إن بعض الظن اثم لهذا كيف تحققت بأن حمدالله متمرد وغير وطني وتريد تجريده من وطنيته. أظن أنك لا تعرفه:!إنه الشاب الخلوق المرضي مع الله ووالديه وأبناء وطنه. هل تثق كلام المدرب او حجي الذي لايشمه. كن على يقين أن حمداله حرمانه من المشاركة مقصودة جعلت له حرقة في قلبه. إنه الفتى الرياضي الخلوق ليس الانتهازي مثل الكثيرين اللذين لهم رواتب في الجامعة دون أي مهمة.,10,sport
49,b1c552ac055c11eb8c48646e69d991ea,بالنسبة للاعب حمد الله كما صرح سابقا كم اكون فخورا لحمل القميص الو طني ولكن كما تعرفون خروجه من معسكر الممتخب لاسباب مشاكل بعص الاعببن كانو سببا في خروجه من المعسكر وكل واحد فينا يقدر موقفه كان على المدرب وبعض اطر الجامعة ان يجلسو معه ويقنعونه بالعودة لممتخبنا بصراحة مهاجم قناص يسجل باىراس والرجل اليمنى واليسرى والكرات الثابتة الشيء الدي يفتقده مهاجمنا ومن شك في دلك فليشاهد مقابلات فريقه النصر والشي ء الدي اعجبني انه متفاهم مع الاعب لمرابط نتمنى له عودة لمنتخبنا,7,sport
50,b1c552ac055c11eb8c48646e69d991ea,اضم صوتي لصاحب تعليق 42 حرمانه من الاعب بالمنتخب له مبررات هناك ايادي خفية في الجامعة سبب ابعاده من المنتخب سؤال يطرح لاعب حمد الله هداف وقناص يسجل بالرجل اليمنى واليسرى وبالراس والكرات الثابتة ويتخلص من الرقابة الشي ء الدي يفتقده هجوم منتخبنا على الجامعة ان تتحرك لاعادته للمنتخب نتمنى له العودة لمنتخبنا,8,sport
51,b1c552ac055c11eb8c48646e69d991ea,في نظري المتواضع الجامعة لا ترغب من الاستفادة من اللعب والدليل ماصرح به مدرب المنتخب الدي ربط عدم استدعائه للعب حمد الله الى ماوقع مع المنتخب ومن قال انه رفض الحضور فهو كداب انا إستمعت الى اللعب في إداعة راديوا مارس انه مستعد في اي لحظة تلبية نداء المنتخب. المشكل كان المدرب السابق و اللعب وطني ويحب المنتخب ويحب بلده الدليل رفع راية الوطن لما توجه بهداف وكأس البطولة كفا نفاقا وكدبا واتحدى اي مهاجم ان يصل ماوصل اليه حمد الله من التهديف مع فريقة على الصعيد المحلي والاسيوي الكل يشهد له بالتهديف من طرف اللاعبين المرموقين والنقاد والصحفيين والاعلاميين اطرح سؤال لماذا لم تفتح الجامعة تحقيق وتتعرف على ملابسة الواقع وتكدب اللعب او تنفي اللعب يبقى مغربي ابننا احببنا ام كرهنا اما ان نرمي السهام على اللعب وننتقده من جانب واحد كفا من دغدغة المشاعر اللعب فرض نفسه بقوة في هدا الزمان وقادر ان يعطي للوطن والمنتخب بيت القصيد سنرى ماسيكشفه هدا المنتخب نتمنى التوفيق للجميع وشكرا,2,sport
52,b1c552ac055c11eb8c48646e69d991ea,"عيب وعار يتم استدعاء يوسف العربي اللاعيب قرب ل 40 سنه ويخليو الشاب حمد الله 
هذا المدرب فاشل",3,sport
53,b1c552ac055c11eb8c48646e69d991ea,ان اسم عبد الرزاق حمد الله اسقط من لائحة المنتخب منذ استقدام مدربين اجانب لتدريب الفريق اللا وطني واللا متحلي بالروح الوطنية والغيرة على القميص. فشروط الالتحاق بالمنتخب كتعاطي الشيشة والسهر بالكباريهات وغيره من الاشياء التي تعمل على قتل الحس الوطني واذكاء الغيرة على القميص لاتؤهل حمد الله احمل القميص. وانما تجعل منه لاعبا غير مرغوب فيه بل واتهامه بانتقاد المدرب والاعبين وفضح افعالهم اللا رياضية وتسريبها للمتتبعين. فحمد الله لاعب متكامل ومتخلق لا يمكنه السكوت على ما يرى ويسمع من تصرفات بعض اللاعبين في صفوف الفريق الوطني وبالتالي فحمد الله حسب الجامعة والمدرب واللاعبين يعد لاعبا غير مروض ولا يمكن انسجامه مع المجموعة رغم العروض العالمية التي يقدمها اللاعب واشادة العالم بعطائه داخل رقعة الملاعب. حسبك الله ونعم الوكيل يا حمد الله وعوضك الله خيرا ووفقك في مشوارك الرياضي.,3,sport
54,b1c552ac055c11eb8c48646e69d991ea,الاعب حمد االله لاعب كبير ومتخلق المدرب فاشل ايادي خفية تتحكم في التشكيلة نتمنى له العودة للمنتخب بصراحة لايمتلك منتخبنا هداف وقناص مثل حمد الله,4,sport
55,b1c552ac055c11eb8c48646e69d991ea,حليلوزيتش لم يستدعي يوما لاعبا من بطولة السعودية لأنه يعرف بأنها بطولة هاوية وقد فعلها من قبل مع الجزائر عندما استبعد كل لاعبين بطولة الخليجية أما بالنسبة لحمد الله انا لا أعرفه ولا أشك في وطنيته فهو مغربي مثلنا ولكنه لا يستحق المنتخب والسلام,-3,sport
56,b1c552ac055c11eb8c48646e69d991ea,اضم صوتي لمعلق 45 حمد الله كما صرح في راديو مارس انه مستعد لحمل القميص الوطني المدرب اسقطه من الائخة علامة استفهام لان المدرب كموضف عادي هناك ايادي خفية تتحكم في المدرب تتمنى ان يرجع وبحمل القميص الوطني على الجامعة ان تسانده لان منتخبنا محتاج لهداف وقناص,5,sport
57,b1c552ac055c11eb8c48646e69d991ea,هذا اللاعب لايستحق المناداة عليه للمنتخب مرة اخرى ويجب نسيانه نظرا لعقليته الهاوية لو كان لعبا كبيرا لبقي كبيرا لان المنتخب ليس في ملكية احد بل هو لكل من يدافع عن الوانه وحمد الله منذ ان غادر معسكر الفريق الوطني قلل من مستواه الاحترافي فلو فرضنا انه كان له مشكل مع اي لاعب فكان عليه ان يتوجه الى المسؤولين ولايغادر احتراما للشعب المغربي الذي كان يدافع لرجوعه للمنتخب فهو ليس ميسي ولا رونالدو لاعب عادي في بطولة ضعيفة فلو كان كما يقول البعض عنه لتهافتت عليه كبريات الاندية الاروبية والتي تتوفر على دفاعات قوية وهنا ابان سي حمد الله واش هداف بالصح,-1,sport
